2 30 -1 1 100
5.65 3.17 1.12
6.72 4.5 0.69
2.05 0.4 0.39
0.43 1.2 1.12
5.86 5.95 1.12
2.93 3.66 0.02
6.85 4.57 0.56
5.83 0.6 1.12
0.17 6.19 1.07
5.71 0.17 1.12
0.8 5.85 1.09
4.85 0.96 0.79
0 2.17 1
0.51 5.5 1.12
7 6.23 0.4
0.27 2.57 1.1
4.07 0.48 0.3
6.5 6.59 0.87
2.23 6.67 0.29
6.2 5.09 1.04
3.34 2.08 0.01
2.48 2.58 0.16
2.44 1.02 0.17
4.31 0.42 0.44
3.72 3.51 0.12
0.24 5.86 1.09
5.42 6.9 1.07
0.77 4.4 1.09
4.61 4.81 0.64
4.35 6.42 0.47
2.45 0.03 0.17
0.78 1.4 1.09
6.19 3.7 1.04
5.04 5.6 0.91
6.84 5.53 0.57
6.31 6.53 0.99
1 6.14 1.02
6.01 2.69 1.1
6.75 6.05 0.66
4.68 4.05 0.68
5.33 1.34 1.04
6.19 1.99 1.04
3.55 0.81 0.06
0.88 5.3 1.06
5.37 4.87 1.05
3.75 4.26 0.13
4.77 4.9 0.75
1.88 2.03 0.5
3.07 2.36 0
0.96 4.72 1.04
3.37 4.41 0.02
2.28 6.05 0.26
5.39 5.99 1.06
4.65 6.96 0.67
4.7 3.28 0.7
2.04 3.66 0.4
5.21 3.74 0.99
4.45 1.44 0.53
3.65 5.89 0.1
4.29 5.15 0.43
4.08 3.13 0.3
3.86 5.52 0.18
4.75 4.8 0.73
6.19 0.42 1.04
2.61 1.87 0.1
6.1 5.07 1.07
5.03 3.14 0.9
4.55 4.42 0.6
5.25 6.69 1.01
5.13 3.2 0.95
1.27 4.64 0.89
4.62 0.06 0.65
3.75 6.31 0.13
6.24 5.6 1.02
0.67 4.14 1.11
1.26 0.75 0.9
3.33 2.22 0.01
4.26 4.58 0.41
2.12 6.3 0.35
1.38 1.7 0.83
3.68 6.74 0.11
3.21 4.77 0
0.65 3.58 1.11
4.39 3.65 0.5
2.12 3.64 0.35
1.86 2.05 0.52
6.78 0.97 0.63
6.06 0.62 1.09
4.51 1.21 0.57
4.64 4.23 0.66
3.74 0.87 0.13
1.92 0.01 0.48
2.93 1.55 0.02
6.9 1.5 0.51
5.8 4.07 1.12
3.29 4.93 0.01
0.03 5.5 1.01
3.26 6.64 0.01
4.3 7 0.44
3.44 2.72 0.03
