2 40 -2 3 100
-9.78 -5.19 285.24
6.45 -3.29 2.01
-9.85 -9.84 457.58
-7.25 -1.02 82.74
-7.38 -0.23 62.14
-7.33 -6.13 232.34
-0.78 -2.37 23.74
1.08 -1.07 6.21
-7.25 5.94 -117.21
3.12 4.36 20.94
9.67 -6.99 -59.3
3.32 3.04 21.04
3.15 -5.4 -2.33
-5.14 -3.98 116.67
0.7 -3.82 20.25
-2.27 0.87 -5.83
1.14 -8.93 34.34
0.55 5.79 -29.58
-7.91 7.85 -177.71
-7.73 -1.66 110.66
0.76 -0.76 5.16
7.27 -5.4 -26.16
-1.41 4.25 -44.69
-9.82 1.69 35.7
3.31 -4.35 -0.81
-4.79 4.94 -81.63
0.77 5.5 -24.23
8.83 -0.93 60.86
3.34 2.96 21.04
4.39 2.57 36.1
-8.36 0.58 52.25
2.57 3.85 10.39
-7.95 8.15 -187.29
2.55 8.55 13.02
3.63 -3.82 -0.68
5.26 8.32 101.55
5.17 -4.69 -12.16
-7.53 -6.89 261.34
5.3 2.25 49.03
-6.85 1.69 1.51
7.11 8.23 169.49
1.93 7.47 -4.2
2.19 -8.38 9.49
-6.05 -8.85 260.44
8.46 2.79 123.89
4.45 -4.91 -10.43
1.43 -3.53 12.62
-7.41 9.88 -232.96
-1.29 -5.67 64.2
4.09 8.65 63.31
4.38 9.07 75.83
9.59 0.84 111.26
1.23 9.93 -30.51
2.45 4.09 8.37
-3.16 -0.59 20.79
-7.49 -9.96 350.71
2.31 0.8 6.3
-8.87 7.9 -185.96
-8.7 7.36 -166.92
6.42 8.34 144.61
-8.52 -5.14 241.02
-2.19 -0.7 15.25
0.61 -8.12 43.3
-6.07 5.45 -99.61
-5.28 -5.59 156.5
-0.83 -6.73 65.61
7.66 4.84 136.9
0.53 4.93 -25.47
7.8 9.31 214.32
-1.18 -3.98 44.36
0.29 2.07 -11.61
5.94 -5.82 -26.68
1.55 0.33 2.65
-6.47 9.17 -199.42
6.18 9.27 146.11
7.25 8.08 172.5
-3.87 -6.89 144.34
-4.14 3.86 -56.74
6.89 5.16 118.96
4.35 -9.79 -39.35
6.02 7.58 121.02
6.48 -8.76 -65.98
-4.28 9.72 -173.54
3.65 0.48 16.24
3.04 -6.96 -4.46
-5.72 0.67 17.61
8.72 9.89 266.38
0.48 2.89 -14.8
9 3.92 160.35
7.62 1.82 87.88
3.3 0.38 13
6.11 -7.63 -48.09
-4.81 -3.72 103.97
4.75 -7.8 -32.99
4.04 2.17 28.45
9.99 4.53 204.68
-9.51 -9.79 439.13
-3.23 -3.77 74.41
-0.09 6.3 -44.75
-7.1 -3.03 137.26
