2 100 0 2 100
0.32 0.25 0.83
0.67 0.65 1.97
0.3 0.9 2.09
0.71 0.86 2.44
0.67 0.37 1.41
0.76 0.83 2.42
0.73 0.81 2.35
0.75 0.22 1.19
0.54 0.29 1.12
0.71 0.21 1.12
0.64 0.84 2.32
0.02 0.12 0.26
0.71 0.24 1.19
0.56 0.25 1.06
0.83 0.17 1.18
0.35 0.33 1.01
0.59 0.27 1.13
0.22 0.29 0.79
0.89 0.89 2.67
0.79 0.89 2.57
0.27 0.64 1.55
0.65 0.06 0.77
0.99 0.88 2.75
0.54 0.76 2.06
0.44 0.68 1.8
0.99 0.38 1.76
0.47 0.21 0.89
0.08 0.1 0.27
0.18 0.54 1.26
0.06 0.42 0.91
0.32 0.55 1.41
0.92 0.88 2.67
0.75 0.77 2.28
0.86 0.68 2.21
0.9 0.61 2.11
1 0.88 2.75
0.8 0.71 2.22
0.23 0.57 1.37
0.32 0.84 2.01
0.55 0.31 1.17
0.66 0.08 0.81
0.74 0.19 1.11
0.36 0.78 1.91
0.13 0.55 1.22
0.59 0.24 1.06
0.33 0.72 1.76
0.84 0.72 2.27
0.11 0.74 1.58
0.23 0.04 0.31
0.45 0.49 1.43
0.96 0.72 2.4
0.64 0.32 1.28
0.55 0.28 1.11
0.61 0.75 2.12
0.84 0.1 1.04
0.16 0.64 1.44
0.05 0.05 0.16
0.66 0.56 1.77
0.32 0.81 1.93
0.75 0.25 1.24
0.06 0.64 1.33
0.12 0.35 0.81
0.83 0.48 1.79
0.95 0.55 2.06
0.37 0.65 1.67
0.51 0.21 0.93
0.86 0 0.86
0.98 0.9 2.77
0.52 0.62 1.75
0.4 0.83 2.05
0.23 0.89 2.01
0.26 0.27 0.81
0.47 0.18 0.83
0.53 0.61 1.76
0.36 0.77 1.91
0.81 0.21 1.22
0.5 0.64 1.77
0.6 0.5 1.59
0.21 0.85 1.91
0.9 0.54 1.98
0.61 0.49 1.59
0.11 0.45 1
0.31 0.13 0.57
0.05 0.11 0.27
0.66 0.17 0.99
0.59 0.7 1.98
0.6 0.66 1.92
0.18 0.67 1.52
0.1 0.21 0.52
0.23 0.1 0.44
0.43 0.32 1.07
0.58 0.36 1.3
0.07 0.44 0.94
0.42 0.31 1.03
0.27 0.63 1.52
1 0.72 2.43
0.03 0.02 0.06
0.95 0.51 1.97
0 0.74 1.49
0.9 0.07 1.04
