2 40 -2 3 100
4.87 99.56 783.09
63.89 73.08 17580.16
69.83 2.25 5331.31
4.29 86.87 529.01
67.92 7.92 6173.03
40.59 68.15 9471.29
47.14 33.29 6697.08
62.98 78.56 18260.93
41.08 35.65 5832.99
50.38 23.8 5970.49
6.47 63.72 833.49
41.36 83.95 11540.67
99.76 66.4 29362.36
85.87 64.37 23505.66
94.06 95.58 35149.22
89.65 40.78 18719.55
15.59 2.26 333.93
67.69 24.46 9379.91
35.44 91.98 10393.17
56.2 79.15 15951.17
86.72 74.88 26478.15
93.43 79.83 30548.79
89.81 18.86 13016.05
69.06 15.52 7876.4
59.3 89.76 18857.16
58.9 2.98 3975.5
34.75 41.91 5284.51
7.31 96.51 1494.26
24.77 4.1 890.49
92.99 49.98 22241.47
78.58 91.68 27146.19
15.85 11.74 728.15
2.86 63.56 108.87
71.96 10.36 7343.53
22.66 34.61 2624.97
42.02 19.82 4126.67
44.98 48.37 8212.65
4.3 76.44 470.79
20.84 13.05 1159.48
97.65 56.55 25705.24
17.8 4.19 512.02
2.06 14 -6.46
8.33 42.03 826.31
74.95 19.62 9893.53
51.76 58.01 11280.82
79.75 40.78 15832.61
97.32 75.73 31052.75
69.95 48.86 14804.82
64.32 44.65 12441.29
46.84 44.46 8131.93
61.54 81.51 18267.63
91.75 46.14 20794.21
92.68 94.08 34090.14
84.78 96.83 31137.43
57.07 84.42 17119.72
61.32 4.17 4499.46
95.73 55.05 24587.16
24.61 45.73 3662.74
51.62 70.03 13020.89
28.27 38.28 3779.11
10 55.41 1374.97
66.24 91.43 21919.6
59.66 58.57 13633.08
59.05 40.28 10340.48
69.46 24.48 9753.61
5.3 79.07 733.5
5.46 88.18 856.59
75.19 98.64 27215.14
23.75 27.86 2355.18
58.63 63.82 14216.26
61.55 70.11 16242.88
45.12 54.06 8974.92
14.82 90.17 3597.3
4.45 30.35 213.09
34.67 3.99 1590.03
57.91 84.53 17447.82
96.55 5.87 10983.78
78.17 73.4 22812.08
96.58 65.78 27926.78
32.66 39.22 4635.66
7.31 63.92 1009.34
89.96 70.85 26717.82
81.95 6.47 8262.04
41.93 65 9479.4
30.02 36.23 3911.43
54.88 6.15 3981.5
0.62 24.38 -124.14
52.71 95.12 17156.17
99.63 5.76 11609.05
51.87 21.64 5907.82
36.49 98.91 11469.06
13.59 93.88 3356.51
42.79 34.18 5980.55
52.4 9.44 4165.68
30.32 98.68 9206.39
41.42 76.57 10696.46
59.28 94.93 19733.38
84.89 71.49 24914.58
68.63 1.95 5097.57
86.22 48.85 19728.96
