2 30 0 2 100
-535.85 385.17 234.49
730.44 -164.04 402.36
-738.88 452.72 166.56
-211.75 47.91 -115.92
450.8 -558.44 -666.07
-250.71 -738.52 -1727.74
530.55 134.5 799.54
733.52 453.45 1640.42
255.25 357.69 970.63
406.3 -2.73 400.84
207.7 455.94 1119.58
-43.59 558.63 1073.68
-193.71 141.24 88.77
-140.87 949.52 1758.16
750.51 178.52 1107.55
792.91 561.91 1916.74
-718.15 952.64 1187.12
986.72 -636.28 -285.84
-423.11 603.11 783.11
-254.4 863.07 1471.75
91.74 118.38 328.49
-64.74 933.78 1802.82
-259.11 -451.3 -1161.72
-197.78 -56.65 -311.07
-578.92 327.11 75.29
664.32 -763.64 -862.95
579.71 -419.73 -259.75
-273.07 -300.19 -873.45
279.68 -733.75 -1187.83
563.47 -126.57 310.33
-473.21 -6.34 -485.89
-355.24 -133.3 -621.84
502.74 456.99 1416.72
-290.48 -794.3 -1879.09
786.44 565.12 1916.69
-260.62 -343.3 -947.21
648.12 -454.53 -260.94
834.9 59.85 954.61
-934.86 -426.45 -1787.75
-615.39 -745.14 -2105.68
-764.41 807.93 851.45
-422.52 -707.66 -1837.85
-945.04 -896.94 -2738.92
529.98 297.89 1125.76
273.26 -872.34 -1471.43
-918.13 592.52 266.92
-135.61 -866.26 -1868.14
-339.36 971.9 1604.45
516.54 -798.41 -1080.28
-477.03 408.04 339.06
91.8 428.51 948.83
-848.15 -138.88 -1125.92
405.05 234.29 873.64
-378.39 -624.83 -1628.05
-263 723.77 1184.54
-661.48 -819.46 -2300.39
-877.43 877.23 877.03
-277.03 136.99 -3.05
-353.95 -768.36 -1890.67
-880.02 525.38 170.74
725.58 -328.98 67.63
507.81 932.22 2372.25
-315.24 961.75 1608.27
-579.63 769.93 960.23
785.51 748.63 2282.78
-92.92 837.43 1581.93
-663.89 870.26 1076.64
324.89 248.89 822.67
-509.81 -942.82 -2395.44
-710.06 -954.42 -2618.9
916.94 343.95 1604.83
-787.66 -146.23 -1080.13
-350.38 -143.71 -637.81
495.78 -936.41 -1377.04
109.2 -972.81 -1836.42
-295.91 177.31 58.7
551.53 -249.33 52.86
-219.63 -788.24 -1796.1
-998.83 -500.29 -1999.4
-250.03 338.7 427.37
-888.02 -985.09 -2858.21
-753.5 -692.04 -2137.57
-666.27 812.79 959.3
-328.7 622.35 915.99
266.3 -531.89 -797.49
829.42 -80.75 667.92
147.27 -608.21 -1069.16
-518.66 -436.91 -1392.48
-954.3 656.29 358.28
407.47 -936.16 -1464.86
524.4 312.91 1150.22
-696.43 610.65 524.86
-715.11 -399.64 -1514.38
108.04 -253.78 -399.51
623.75 461.83 1547.41
-791.96 6.05 -779.86
405.95 -132.56 140.84
-620.6 208.18 -204.23
700.27 -417.88 -135.49
-713.87 2.99 -707.9
