1 100 -15 23 201
-1000 -5002003017
-990 -4853458187
-980 -4707883757
-970 -4565249727
-960 -4425526097
-950 -4288682867
-940 -4154690037
-930 -4023517607
-920 -3895135577
-910 -3769513947
-900 -3646622717
-890 -3526431887
-880 -3408911457
-870 -3294031427
-860 -3181761797
-850 -3072072567
-840 -2964933737
-830 -2860315307
-820 -2758187277
-810 -2658519647
-800 -2561282417
-790 -2466445587
-780 -2373979157
-770 -2283853127
-760 -2196037497
-750 -2110502267
-740 -2027217437
-730 -1946153007
-720 -1867278977
-710 -1790565347
-700 -1715982117
-690 -1643499287
-680 -1573086857
-670 -1504714827
-660 -1438353197
-650 -1373971967
-640 -1311541137
-630 -1251030707
-620 -1192410677
-610 -1135651047
-600 -1080721817
-590 -1027592987
-580 -976234557
-570 -926616527
-560 -878708897
-550 -832481667
-540 -787904837
-530 -744948407
-520 -703582377
-510 -663776747
-500 -625501517
-490 -588726687
-480 -553422257
-470 -519558227
-460 -487104597
-450 -456031367
-440 -426308537
-430 -397906107
-420 -370794077
-410 -344942447
-400 -320321217
-390 -296900387
-380 -274649957
-370 -253539927
-360 -233540297
-350 -214621067
-340 -196752237
-330 -179903807
-320 -164045777
-310 -149148147
-300 -135180917
-290 -122114087
-280 -109917657
-270 -98561627
-260 -88015997
-250 -78250767
-240 -69235937
-230 -60941507
-220 -53337477
-210 -46393847
-200 -40080617
-190 -34367787
-180 -29225357
-170 -24623327
-160 -20531697
-150 -16920467
-140 -13759637
-130 -11019207
-120 -8669177
-110 -6679547
-100 -5020317
-90 -3661487
-80 -2573057
-70 -1725027
-60 -1087397
-50 -630167
-40 -323337
-30 -136907
-20 -40877
-10 -5247
0 -17
10 4813
20 39243
30 133273
40 316903
50 620133
60 1072963
70 1705393
80 2547423
90 3629053
100 4980283
110 6631113
120 8611543
130 10951573
140 13681203
150 16830433
160 20429263
170 24507693
180 29095723
190 34223353
200 39920583
210 46217413
220 53143843
230 60729873
240 69005503
250 78000733
260 87745563
270 98269993
280 109604023
290 121777653
300 134820883
310 148763713
320 163636143
330 179468173
340 196289803
350 214131033
360 233021863
370 252992293
380 274072323
390 296291953
400 319681183
410 344270013
420 370088443
430 397166473
440 425534103
450 455221333
460 486258163
470 518674593
480 552500623
490 587766253
500 624501483
510 662736313
520 702500743
530 743824773
540 786738403
550 831271633
560 877454463
570 925316893
580 974888923
590 1026200553
600 1079281783
610 1134162613
620 1190873043
630 1249443073
640 1309902703
650 1372281933
660 1436610763
670 1502919193
680 1571237223
690 1641594853
700 1714022083
710 1788548913
720 1865205343
730 1944021373
740 2025027003
750 2108252233
760 2193727063
770 2281481493
780 2371545523
790 2463949153
800 2558722383
810 2655895213
820 2755497643
830 2857559673
840 2962111303
850 3069182533
860 3178803363
870 3291003793
880 3405813823
890 3523263453
900 3643382683
910 3766201513
920 3891749943
930 4020057973
940 4151155603
950 4285072833
960 4421839663
970 4561486093
980 4704042123
990 4849537753
1000 4998002983
