2 30 -1 1 100
5.51 94.43 1.09
23.82 62.45 -0.35
58.12 75.11 -0.71
96.72 38.04 -1.73
33.76 0.98 -1.62
39.53 55.78 0.54
29.05 10 0.21
90.97 32.85 0.01
11.73 17.09 0.26
35.37 9.87 -1.61
94.81 4.74 0.57
68.29 60.69 1.08
89.78 92.61 0.55
34.99 19.3 -1.89
28.49 32.57 0.02
60.91 76.72 -1.17
59.25 76.63 -1.88
35.43 90.59 -1.54
16.48 69.24 0.21
80.91 93.42 1.09
35.23 22.31 -1.72
37.14 81.41 0.57
31.99 42.09 0.56
18.42 15.29 1.12
1.41 89.68 0.81
54.93 66.86 0.68
84.99 74.22 -1.98
13.17 0.76 1.12
52.02 96.85 0.59
1.12 89.33 0.97
96.03 86.59 -0.99
3.14 20.52 0
90.43 95.05 0.16
56.7 73.72 0.92
65.92 45.99 0
78.56 6.21 0
69.37 67.74 0.84
71.61 14.52 -1.75
38.77 71.8 0.99
94.99 8.84 0.38
82.27 79.42 0.55
60.23 66.53 -1.82
80.47 39.29 0.92
23.83 10.94 -0.34
40.77 24.26 0
82.83 95.74 -0.14
20.1 42.57 -0.27
43.95 61.6 1.02
98.02 50.21 -1.76
29.4 72.08 0.41
26.28 4.82 0.95
2.71 28.6 0.07
2.46 58.73 0.16
46.42 10.67 -1.7
15.93 49 0.02
0.22 86.67 1.09
92.07 5.76 0.32
73.01 93.18 -1.66
17.58 66.55 0.89
74.98 86.12 0.71
63.61 54.08 1.09
77.16 25.98 0.58
36.56 47.41 -0.11
94.76 70.93 0.62
76.79 52.75 0.82
8.23 16.73 -1.19
94.35 58.79 0.94
80.98 40.45 1.11
78.09 43.66 0.07
6.67 75.96 0.74
39.23 86.01 0.74
20.24 73.84 -0.46
53.92 20.93 0.09
36.97 75.4 0.39
50.69 72.99 1.12
41.49 61.42 0.15
47.98 93.31 -1.57
34.92 19.64 -1.92
84.72 25.39 -1.99
62.34 12.03 0.63
2.57 25.07 0.12
85.1 12.73 -1.95
32.28 64.37 0.23
33 30.58 -0.72
8.59 55.74 -1.58
69.68 26.46 0.57
88.25 43.7 1.1
31.47 84.88 0.97
73.94 24.16 -0.56
54.56 1.8 0.43
53.06 68.26 0.04
88.35 6 1.12
45.24 47.1 -0.28
3.81 40.39 0.16
14.38 76.69 0.55
44.91 91.11 0.15
42.51 27.97 0.77
38.43 67.4 1.1
80.95 76.23 1.1
72.83 3.18 -1.8
