2 30 -1 1 100
58.94 41.21 -1.66
-0.76 -88.32 0.35
-83.55 -53.62 0.51
-29.63 10.29 -0.99
97.83 -49.52 -1.88
-51.16 26.05 0.2
8.6 70.71 -1.59
0.8 41.13 1.09
-92.53 -93.93 -0.9
-2.6 12.48 -1.82
8.79 47.14 -1.76
-38.2 -51.59 0.62
-80.91 42.77 0.34
4.86 -58.32 0.8
-75.45 73.32 0.97
95.12 4.44 0.22
-56.77 -27.16 1.09
-90.81 -29.51 -1.95
-90.8 40.88 -1.94
-35.27 57.63 0.18
-34.76 -10.32 0.01
-48.56 15.44 0.62
-93.25 -16.38 0.06
43.72 -76.77 1.1
41.32 45.06 0.08
4.57 48.53 0.62
7.02 -75.42 0.38
71.15 -71.99 -1.29
-73.12 63.17 0.26
-49.47 -9.07 1.09
-32.18 -89.57 1.09
-52.02 9.44 -0.95
-80.55 4.84 -0.11
-99.9 30.38 1.12
11.5 71.25 -0.02
-8.01 20.33 0.61
48.04 -54.96 -1.5
-99.95 38.22 1.12
52.71 -5.83 0.17
20.86 -60.4 -1.27
-8.96 77.16 0.08
22.21 11.62 -1.97
-35.58 -50.93 0.35
-16.77 -59.99 -1.35
-45.32 7.2 0.85
-21.18 -83.02 0.23
-60.69 -45.46 0.34
-92.92 -86.43 -0.38
-5.93 -48.84 0.76
58.88 -39.87 -1.61
53.5 -77.41 0
-14.88 -94.43 -1.59
-91.1 99 -2
29.88 -40.78 0.73
-10.3 -29.84 0.27
66.55 -42.25 0.12
95.73 58.42 -0.59
99.52 -53.96 0.04
-73.33 35.9 0.38
74.87 -88.33 0.6
-10.98 -58.41 0.69
81.98 -28.47 0.81
52.31 -9.64 0.4
-78.85 -27.17 -1.94
-27.15 -91.61 -1.28
-36.87 -58.69 1.08
7.02 77.93 0.38
-67.55 86.54 -0.7
95.37 29.23 -0.1
-90.56 -43.09 -1.82
14.78 -21.12 0.29
64.69 26.09 0.52
-31.92 -19.26 1.12
14.81 88.7 0.28
-91.4 29.65 -1.95
19.78 -55.84 0.15
81.88 -62.23 0.88
-69.78 -43.99 1.11
-92.35 -10.29 -1.13
36.25 -11.76 -0.54
21.94 74.77 -2
-29.58 -59.56 -1.06
52.96 -6.58 0.07
-26.82 30.74 -0.86
-86.51 -59.97 0.78
-57.66 -91.95 0.97
58.77 -25.13 -1.5
-43.26 14.73 0.39
80.51 15.88 0.94
-10.29 -33.76 0.26
-13.49 -95.68 0.16
-90.94 65.9 -1.98
-50.7 28.29 0.69
-1.51 31.12 -0.63
-1.43 24.26 -0.52
-71.24 -28.31 0.35
79.06 19.05 0.1
-42.48 31.03 -0.61
98.66 -76.5 -1.1
-57.08 78.3 1.12
