2 40 -2 3 100
784.22 -321.82 -139867.81
724.81 626.37 1882974.25
992.34 -804.46 -1404509.77
341.88 -10.64 106041.26
562.32 855.69 1753741.47
-24.05 -22.79 2383.98
-267.07 744.6 -530465.83
-246.69 -813.48 668566.54
-281.99 353.15 -221710.4
438.76 784.4 1219503.33
277.41 523.97 509355.13
101.94 -164.39 -38728.22
-843.73 385.86 -267497.55
809.82 8.92 677409.58
599.07 875.59 1926378.36
466.81 841.01 1389799.62
366.04 620.41 810931.7
176.1 -807.73 -390050
-537.86 -808.78 1599991.87
310.39 -954.59 -785853.76
135.02 -964.96 -365886.98
856.93 378.87 1705676.41
-393.65 756.69 -743952.28
-458.71 488.71 -465532.57
-528.46 843.6 -1064062.66
736.41 -161.59 186440.35
-263.7 413.76 -260681.05
-772.42 -716.79 2262641.78
53.98 115.9 20870.58
-468.6 345.85 -269027.38
885.94 -77.83 578569.99
-344.18 -887 1040543.78
27.92 -772.69 -58541.75
-59.48 -722.91 137605.02
-771.5 404.97 -344925.12
931.36 865.26 3278965.77
-528.55 -229.66 645131.73
-880.54 277.92 39251.57
-97.84 -240.33 81795.85
-184.99 401.34 -191320.5
348.74 -938.8 -853998.86
427.88 764.19 1158674.95
921.78 -581.79 -755099.46
991.47 975.45 3877566.05
272.49 873.83 782476.37
-106.76 10.95 7815.02
746.99 -661.55 -919882.21
-535.12 -691.25 1400911.55
-104.68 -465.42 160370.32
336.84 -911.63 -801381.8
-423 610.12 -599580.29
-723.29 826.57 -1276172.79
250.5 -989.92 -674241.44
607.45 402.35 1099395.12
942.36 -442.15 -358856.55
241.41 66.74 106144.06
862.34 -878.79 -1523674.3
-132.3 -902.55 382036.63
664.06 -275.69 -106317.41
894.98 766.72 2854232.38
-53.41 -483.97 83780.16
-621.21 -919.84 2106564.41
750.27 616.1 1945312.26
351.97 637.39 792455.09
521.08 534.42 1103200.43
728.54 920.16 2535438.5
300.93 595.31 623834.61
266.05 331.24 332839.69
746.9 597.18 1891772.17
-51.72 -612.54 102013.94
-9.28 -200.53 7071.2
589.53 612.91 1427232.95
-679.39 252.6 -55037.08
-536.1 883.23 -1139273.25
-799.53 -527.15 1907365.72
-672.8 239.75 -32931.83
-762.45 -486.88 1698422.15
326.25 -477.93 -357990.02
-632.51 591.69 -726816.9
979.68 -439.66 -329324.28
-253.28 -385.06 359422.75
-333.69 -876.31 994743.96
-374.9 -833.55 1083876.32
871.69 -661.36 -965029.59
817.55 833.52 2706863.4
820.35 871.56 2811812.57
-698.37 103.68 269767.53
-939.48 811.72 -1410850.28
938.69 487.52 2250627.85
70.53 896.62 188421.29
349.26 10.36 132766.84
19.98 -511.19 -26667.64
-430.56 -235.66 491426.86
446.13 543.61 922799.37
-727.1 -176.34 914553.3
795.26 -300.53 -82450.73
63.83 499.69 96264.97
-469.28 578.08 -597672.53
629.67 648.72 1617377.75
823.81 -601.25 -803063.98
